name,platform,genre,publisher,developer,rating,year_of_release,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
Naruto Shippuden: Ultimate Ninja Storm 3,X360,Fighting,Namco Bandai Games,CyberConnect2,T,2013.0,0.29,0.16,0.01,0.05,0.51,70.0,16.0,7.7,67.0
Unreal Championship,XB,Shooter,Atari,Digital Extremes,M,2002.0,0.59,0.12,0.0,0.03,0.74,83.0,29.0,8.2,24.0
Imagine: Fashion Designer New York,DS,Simulation,Ubisoft,"Lexis Numerique, Virtual Toys",E,2008.0,0.65,0.32,0.0,0.1,1.07,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Alien: Isolation,PS3,Shooter,Sega,Creative Assembly,M,2014.0,0.12,0.16,0.0,0.05,0.33,68.9971185166625,26.440992232523175,8.3,111.0
Tom Clancy's Splinter Cell,PS2,Action,Ubisoft,Ubisoft Shanghai,T,2003.0,1.15,1.11,0.0,0.4,2.65,89.0,24.0,7.7,102.0
The Simpsons: Road Rage,GC,Racing,Electronic Arts,Radical Entertainment,T,2001.0,0.19,0.05,0.0,0.01,0.24,67.0,16.0,7.7,12.0
Fisherman's Bait 2: Big Ol' Bass,PS,Sports,Konami Digital Entertainment,unknown,E,1999.0,0.16,0.11,0.0,0.02,0.29,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,Action,Activision,unknown,E,2007.0,0.63,0.37,0.0,0.11,1.11,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Fatal Frame 2: Wii Edition,Wii,Action,Nintendo,unknown,E,2012.0,0.0,0.0,0.1,0.0,0.1,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
PoPoLoCrois: Hajimari no Bouken,PS2,Role-Playing,Sony Computer Entertainment,unknown,E,2002.0,0.0,0.0,0.16,0.0,0.16,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Kinect Rush: A Disney Pixar Adventure,X360,Adventure,Microsoft Game Studios,Asobo Studio,E,2012.0,0.38,0.15,0.0,0.05,0.58,68.0,31.0,5.1,15.0
Hot Wheels: Stunt Track Challenge,PS2,Racing,THQ,Climax Group,E,2004.0,0.29,0.23,0.0,0.08,0.59,62.0,8.0,8.1,8.0
Dragon Quest Monsters 2,GB,Role-Playing,Enix Corporation,unknown,E,2001.0,0.0,0.0,1.56,0.0,1.56,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Thief (2014),X360,Action,Square Enix,unknown,E,2014.0,0.14,0.11,0.0,0.02,0.28,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Need for Speed: Shift 2 Unleashed,PS3,Racing,Electronic Arts,unknown,E,2011.0,0.2,0.35,0.0,0.12,0.67,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Metroid II: Return of Samus,GB,Adventure,Nintendo,unknown,E,1991.0,0.85,0.31,0.56,0.04,1.76,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Micro Machines V3,PS,Racing,Codemasters,unknown,E,1997.0,0.06,0.04,0.0,0.01,0.1,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Donkey Kong Country 2: Diddy's Kong Quest,SNES,Platform,Nintendo,unknown,E,1995.0,2.1,0.74,2.2,0.11,5.15,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Last Bronx,SAT,Fighting,Sega,unknown,E,1996.0,0.0,0.0,0.13,0.0,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,Simulation,Game Factory,Neko Entertainment,E,2008.0,0.33,0.0,0.0,0.03,0.36,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Far Cry: Primal,PS4,Action,Ubisoft,Ubisoft Montreal,M,2016.0,0.6,1.25,0.06,0.35,2.26,76.0,91.0,6.3,635.0
No Fate! Only the Power of Will,X360,Adventure,Alchemist,unknown,E,2010.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Art Academy,DS,Misc,Nintendo,Headstrong Games,E,2010.0,0.26,1.65,0.33,0.28,2.52,75.0,15.0,8.0,5.0
Hajime no Ippo Portable: Victorious Spirits,PSP,Fighting,Grand Prix Games,unknown,E,2007.0,0.0,0.0,0.06,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Left 4 Dead 2,X360,Shooter,Electronic Arts,Valve Software,M,2009.0,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0
Winning Post 8 2015,PSV,Action,Tecmo Koei,unknown,E,2015.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Rayman Legends,PS3,Platform,Ubisoft,Ubisoft Montpellier,E10+,2013.0,0.14,0.34,0.0,0.1,0.58,91.0,23.0,8.7,310.0
R.B.I. Baseball 2016,PS4,Sports,MLB.com,unknown,E,2016.0,0.01,0.0,0.0,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Need For Speed: Undercover,X360,Racing,Electronic Arts,EA Vancouver,T,2008.0,0.79,0.7,0.01,0.18,1.68,64.0,62.0,5.9,104.0
Dragon's Dogma Online,PS3,Role-Playing,Capcom,unknown,E,2015.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,Action,Idea Factory,unknown,E,2015.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Bloody Roar 4,PS2,Fighting,Konami Digital Entertainment,Eighting,M,2003.0,0.05,0.04,0.0,0.01,0.09,59.0,25.0,8.6,43.0
Spyro Orange: The Cortex Conspiracy,GBA,Action,Vivendi Games,Vicarious Visions,E,2004.0,0.41,0.15,0.0,0.01,0.57,60.0,25.0,7.0,12.0
The Sims: Superstar,PC,Simulation,Electronic Arts,Maxis,T,2003.0,1.67,0.0,0.0,0.0,1.68,79.0,20.0,8.2,25.0
Psychonauts,PS2,Platform,Majesco Entertainment,BudCat,T,2005.0,0.05,0.04,0.0,0.01,0.09,86.0,33.0,8.7,61.0
Brothers in Arms: Hell's Highway,PS3,Shooter,Ubisoft,Gearbox Software,M,2008.0,0.44,0.34,0.0,0.15,0.93,76.0,48.0,8.0,70.0
Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,Role-Playing,Atlus,unknown,E,2011.0,0.07,0.0,0.04,0.01,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
NHL 2K3,PS2,Sports,Sega,Treyarch,E,2002.0,0.1,0.08,0.0,0.03,0.21,89.0,25.0,7.8,17.0
Bomberman B-Daman,SNES,Shooter,Hudson Soft,unknown,E,1996.0,0.0,0.0,0.17,0.0,0.17,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
International Cricket 2010,PS3,Sports,Codemasters,unknown,E,2010.0,0.0,0.15,0.0,0.04,0.19,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Sports Collection,DS,Sports,Ubisoft,Ubisoft,E,2010.0,0.06,0.01,0.0,0.01,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Breeding Stud 2,PS,Sports,Konami Digital Entertainment,unknown,E,1998.0,0.0,0.0,0.04,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Smurfs,DS,Action,Ubisoft,Land Ho!,E,2011.0,0.23,0.14,0.0,0.04,0.41,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dynasty Warriors 8: Empires,PS4,Action,Tecmo Koei,Omega Force,T,2014.0,0.06,0.07,0.03,0.03,0.19,63.0,30.0,7.5,42.0
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,Adventure,Namco Bandai Games,unknown,E,2010.0,0.0,0.0,0.05,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Bombing Islands,PS,Platform,Kemco,unknown,E,1997.0,0.08,0.05,0.0,0.01,0.14,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Disney's Tarzan Untamed,GC,Platform,Ubisoft,Ubisoft Montreal,E,2001.0,0.14,0.04,0.0,0.0,0.18,61.0,11.0,7.4,8.0
Outlaw Golf,GC,Sports,TDK Mediactive,Hypnotix,T,2002.0,0.06,0.02,0.0,0.0,0.08,69.0,14.0,7.126899879372738,163.0088459991958
Samurai Champloo: Sidetracked,PS2,Action,Namco Bandai Games,Grasshopper Manufacture,T,2006.0,0.03,0.02,0.0,0.01,0.05,66.0,26.0,7.2,6.0
Heart of Darkness,PS,Platform,Ocean,unknown,E,1998.0,0.18,0.12,0.0,0.02,0.32,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Let's Play Ballerina,DS,Sports,Deep Silver,unknown,E,2010.0,0.13,0.0,0.0,0.01,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Time Crisis: Crisis Zone,PS2,Shooter,Namco Bandai Games,Namco,T,2004.0,0.11,0.09,0.0,0.03,0.22,66.0,38.0,7.126899879372738,163.0088459991958
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,Strategy,Irem Software Engineering,unknown,E,2010.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,Adventure,Hudson Soft,unknown,E,2008.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
SD Gundam G Generation Spirits,PS2,Strategy,Namco Bandai Games,unknown,E,2007.0,0.0,0.0,0.38,0.0,0.38,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Ore wa Shoujo Mangaka,PSP,Action,Giza10,unknown,E,2012.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Simpsons: Hit & Run,PS2,Racing,Vivendi Games,unknown,E,2003.0,1.73,2.19,0.0,0.79,4.7,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
SD Gundam: Gashapon Wars,Wii,Strategy,Namco Bandai Games,unknown,E,2010.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Spelling Challenges and more!,DS,Misc,505 Games,unknown,E,2007.0,0.54,0.0,0.0,0.04,0.59,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Imagine: Fashion Designer World Tour,DS,Simulation,Ubisoft,Virtual Toys,E,2009.0,0.27,0.0,0.0,0.02,0.29,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Populous: The Beginning,PS,Strategy,Electronic Arts,unknown,E,1998.0,0.05,0.04,0.0,0.01,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Pac-Man World 3,XB,Platform,Namco Bandai Games,Blitz Games,E,2005.0,0.11,0.04,0.0,0.01,0.15,65.0,16.0,7.126899879372738,163.0088459991958
Far Cry Instincts,XB,Shooter,Ubisoft,Ubisoft Montreal,M,2005.0,0.32,0.24,0.0,0.02,0.57,85.0,56.0,5.7,73.0
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,Action,Namco Bandai Games,unknown,E,2012.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
MapleStory DS,DS,Role-Playing,Nexon,unknown,E,2010.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Just Dance 4,X360,Misc,Ubisoft,Ubisoft,E10+,2012.0,0.9,0.19,0.0,0.09,1.18,77.0,23.0,7.7,36.0
Ashes Cricket 2009,Wii,Sports,Codemasters,unknown,E,2009.0,0.0,0.22,0.0,0.01,0.23,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
No Man's Sky,PS4,Action,Hello Games,Hello Games,T,2016.0,0.63,0.76,0.03,0.27,1.7,71.0,94.0,4.5,5096.0
Petz Dogz 2,Wii,Simulation,Ubisoft,Ubisoft,E,2007.0,0.52,0.01,0.0,0.04,0.57,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Arcania: Gothic 4,PS4,Role-Playing,Nordic Games,unknown,E,2015.0,0.04,0.0,0.0,0.01,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Monster 4x4: Stunt Racer,Wii,Racing,Ubisoft,Ubisoft,E,2009.0,0.16,0.0,0.0,0.01,0.18,68.9971185166625,26.440992232523175,5.2,9.0
Imagine: Fashion Stylist,DS,Simulation,Ubisoft,Magic Pockets,E,2010.0,0.13,0.0,0.0,0.01,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
BloodRayne,PS2,Shooter,Universal Interactive,Terminal Reality,M,2002.0,0.2,0.16,0.0,0.05,0.42,75.0,18.0,8.5,26.0
Pipe Mania,DS,Puzzle,Empire Interactive,Razorworks,E,2008.0,0.08,0.01,0.0,0.01,0.09,71.0,13.0,7.126899879372738,163.0088459991958
NHL Breakaway 99,N64,Sports,Acclaim Entertainment,unknown,E,1998.0,0.07,0.01,0.0,0.0,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Atari Anthology,PS2,Misc,Atari,Digital Eclipse,E,2004.0,0.33,0.01,0.0,0.05,0.4,66.0,12.0,4.3,6.0
Command & Conquer 3: Tiberium Wars,X360,Strategy,Electronic Arts,unknown,E,2007.0,0.35,0.04,0.0,0.03,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Donkey Kong Country: Tropical Freeze,WiiU,Platform,Nintendo,Retro Studios,E,2014.0,0.7,0.55,0.16,0.12,1.52,83.0,77.0,8.9,712.0
Torino 2006,XB,Sports,Take-Two Interactive,unknown,E,2006.0,0.03,0.01,0.0,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
R-Type Command (correct US sales),PSP,Strategy,Rising Star Games,unknown,E,2007.0,0.04,0.0,0.0,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Divinity: Original Sin,PS4,Role-Playing,Focus Home Interactive,unknown,E,2015.0,0.1,0.12,0.02,0.04,0.28,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
A.C.E.: Another Century's Episode Portable,PSP,Simulation,Namco Bandai Games,unknown,E,2011.0,0.0,0.0,0.12,0.0,0.12,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
SpongeBob SquarePants: Creature from the Krusty Krab,DS,Platform,THQ,WayForward,E,2006.0,0.45,0.0,0.0,0.04,0.49,56.0,7.0,7.3,4.0
Rock Band 4,PS4,Misc,Harmonix Music Systems,Harmonix Music Systems,T,2015.0,0.26,0.05,0.0,0.07,0.38,78.0,51.0,6.3,87.0
Mega Man X: Command Mission,GC,Role-Playing,Capcom,Capcom,E,2004.0,0.1,0.02,0.0,0.0,0.12,67.0,21.0,7.3,12.0
Rascal,PS,Action,Psygnosis,unknown,E,1998.0,0.24,0.16,0.0,0.03,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Mortal Kombat: Armageddon,Wii,Fighting,Midway Games,JGI Entertainment,M,2007.0,0.19,0.02,0.0,0.02,0.23,71.0,29.0,8.4,33.0
SingStar Take That,PS3,Misc,Sony Computer Entertainment,unknown,E,2009.0,0.0,0.28,0.0,0.03,0.31,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
World Stadium 4,PS,Sports,Namco Bandai Games,unknown,E,2000.0,0.0,0.0,0.15,0.01,0.16,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,Action,Konami Digital Entertainment,unknown,E,2005.0,0.04,0.02,0.0,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Cabela's Outdoor Adventures,GC,Sports,Activision,MagicWand,T,2005.0,0.03,0.01,0.0,0.0,0.03,68.9971185166625,26.440992232523175,8.8,9.0
Virtua Fighter 4,PS2,Fighting,Sega,Sega AM2,T,2002.0,0.78,0.44,0.56,0.04,1.81,94.0,36.0,8.0,84.0
Dragon Ball Z: Battle of Z,X360,Fighting,Namco Bandai Games,Artdink,T,2014.0,0.01,0.05,0.0,0.0,0.07,53.0,17.0,5.1,44.0
Bleach: Heat the Soul 7,PSP,Fighting,Sony Computer Entertainment,unknown,E,2010.0,0.0,0.0,0.08,0.0,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
SplashDown,PS2,Racing,Atari,Rainbow Studios,E,2001.0,0.34,0.27,0.0,0.09,0.7,84.0,22.0,8.2,11.0
Freddi Fish: Kelp Seed Mystery,Wii,Adventure,Majesco Entertainment,Humongous Entertainment,E,2008.0,0.06,0.0,0.0,0.0,0.07,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Powerpuff Girls: Him and Seek,GBA,Platform,BAM! Entertainment,unknown,E,2002.0,0.31,0.11,0.0,0.01,0.43,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
EyeToy Play 2,PS2,Misc,Sony Computer Entertainment,SCEE,E10+,2004.0,0.18,0.14,0.0,0.05,0.38,78.0,30.0,7.0,9.0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,Adventure,Yeti,unknown,E,2010.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Book of Spells,PS3,Action,Sony Computer Entertainment,unknown,E,2012.0,0.14,0.39,0.0,0.15,0.67,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Hajime no Ippo: The Fighting! (2014),PS3,Sports,Namco Bandai Games,unknown,E,2014.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Operation Flashpoint: Dragon Rising,X360,Shooter,Codemasters,Codemasters,M,2009.0,0.36,0.45,0.02,0.1,0.93,77.0,47.0,7.8,112.0
Super Mario Bros. 2,NES,Platform,Nintendo,unknown,E,1988.0,5.39,1.18,0.7,0.19,7.46,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
World Heroes Anthology,PS2,Fighting,Ignition Entertainment,SNK Playmore,T,2007.0,0.0,0.0,0.01,0.0,0.01,53.0,15.0,7.126899879372738,163.0088459991958
Armored Core 2,PS2,Simulation,Ubisoft,From Software,T,2000.0,0.28,0.22,0.23,0.07,0.79,78.0,23.0,8.4,19.0
7 Wonders of the Ancient World,PSP,Puzzle,Mumbo Jumbo,MumboJumbo,E,2007.0,0.07,0.0,0.0,0.01,0.08,51.0,10.0,7.126899879372738,163.0088459991958
Bomberman 2,DS,Puzzle,Hudson Soft,unknown,E,2008.0,0.0,0.01,0.0,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Spyro: Shadow Legacy,DS,Action,Vivendi Games,Amaze Entertainment,E,2005.0,0.14,0.01,0.0,0.01,0.16,50.0,18.0,5.7,16.0
Tournament of Legends,Wii,Fighting,Sega,High Voltage Software,T,2010.0,0.04,0.02,0.0,0.01,0.06,45.0,38.0,6.9,11.0
Delta Force: Black Hawk Down,PS2,Shooter,NovaLogic,Rebellion,T,2005.0,0.22,0.17,0.0,0.06,0.46,58.0,25.0,8.8,51.0
Farming Simulator 17,XOne,Simulation,Focus Home Interactive,Giants Software,E,2016.0,0.04,0.07,0.0,0.01,0.12,65.0,9.0,7.126899879372738,163.0088459991958
Army of Two: The 40th Day,PSP,Shooter,Electronic Arts,"Buzz Monkey, EA Montreal",M,2010.0,0.12,0.13,0.0,0.08,0.32,49.0,11.0,6.0,32.0
Bayonetta,PS3,Action,Sega,Nex Entertainment,M,2009.0,0.44,0.39,0.21,0.16,1.21,87.0,54.0,7.7,355.0
Expendable,PS,Action,Infogrames,unknown,E,1999.0,0.03,0.02,0.0,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Medal of Honor: European Assault (weekly JP sales),PS2,Shooter,Electronic Arts,unknown,E,2005.0,0.0,0.0,0.05,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Jewels of the Ages,DS,Puzzle,City Interactive,City Interactive,E,2011.0,0.03,0.02,0.0,0.01,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Stubbs the Zombie in Rebel Without a Pulse,XB,Action,THQ,Wideload Games Inc.,M,2005.0,0.08,0.02,0.0,0.0,0.11,75.0,55.0,8.1,16.0
Drama Queens,DS,Misc,Majesco Entertainment,Sensory Sweep,T,2009.0,0.07,0.0,0.0,0.01,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Remington Super Slam Hunting: Africa,Wii,Sports,Mastiff,Mastiff,T,2010.0,0.25,0.0,0.0,0.02,0.27,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
AC/DC LIVE: Rock Band Track Pack,Wii,Misc,MTV Games,Harmonix Music Systems,T,2008.0,0.24,0.0,0.0,0.02,0.27,68.9971185166625,26.440992232523175,7.2,5.0
Ben 10 Alien Force: Vilgax Attacks,DS,Action,D3Publisher,D3Publisher,E,2009.0,0.22,0.16,0.0,0.04,0.42,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Pokemon Battle Revolution,Wii,Role-Playing,Nintendo,Genius Sonority Inc.,E,2006.0,0.78,0.37,0.3,0.13,1.58,53.0,34.0,6.7,106.0
Operation Flashpoint: Dragon Rising,PS3,Shooter,Codemasters,Codemasters,M,2009.0,0.23,0.46,0.05,0.17,0.91,76.0,42.0,6.5,53.0
Aria: The Natural ~Tooi Yume no Mirage~,PS2,Adventure,Alchemist,unknown,E,2006.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Walking Dead: Survival Instinct,WiiU,Shooter,Activision,Terminal Reality,M,2013.0,0.08,0.03,0.0,0.01,0.11,68.9971185166625,26.440992232523175,4.6,49.0
Cabela's Big Game Hunter (2008),Wii,Sports,Activision,MagicWand,T,2007.0,0.58,0.0,0.0,0.05,0.63,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
PBR: Out of the Chute,PS2,Sports,Crave Entertainment,unknown,E,2008.0,0.1,0.08,0.0,0.03,0.2,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Godfather: Mob Wars,PSP,Action,Electronic Arts,Page 44 Studios,M,2006.0,0.09,0.0,0.0,0.01,0.1,59.0,34.0,7.9,16.0
Full Auto,X360,Shooter,Sega,Pseudo Interactive,T,2006.0,0.19,0.01,0.0,0.02,0.22,70.0,63.0,7.8,36.0
Blur,PC,Racing,Activision,Bizarre Creations,E10+,2010.0,0.01,0.04,0.0,0.01,0.06,81.0,24.0,7.4,177.0
Alone in the Dark,PC,Adventure,Atari,Eden Studios,M,2008.0,0.0,0.01,0.0,0.0,0.01,55.0,19.0,5.7,148.0
Onimusha: Dawn of Dreams,PS2,Action,Capcom,Capcom,M,2006.0,0.15,0.12,0.34,0.04,0.64,81.0,45.0,8.9,62.0
Story of Seasons,3DS,Simulation,Nintendo,Marvelous AQL,E10+,2014.0,0.0,0.14,0.27,0.01,0.42,76.0,39.0,8.2,54.0
"Horrid Henry: The Good, The Bad and The Bugly",3DS,Platform,Asylum Entertainment,unknown,E,2011.0,0.0,0.06,0.0,0.01,0.07,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Clannad,X360,Adventure,Prototype,unknown,E,2008.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
SpongeBob SquarePants: Creature from the Krusty Krab,GC,Platform,THQ,Blitz Games,E,2006.0,0.25,0.07,0.0,0.01,0.33,74.0,5.0,7.7,12.0
Vitamin R,PSP,Adventure,D3Publisher,unknown,E,2013.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dynasty Warriors 3: Xtreme Legends,PS2,Action,Tecmo Koei,Omega Force,T,2002.0,0.13,0.1,0.74,0.03,1.0,72.0,16.0,9.3,54.0
Time Travelers,PSV,Adventure,Level 5,unknown,E,2012.0,0.0,0.0,0.05,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,Action,Namco Bandai Games,unknown,E,2010.0,0.0,0.0,0.07,0.0,0.07,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Suite PreCure: Melody Collection,DS,Misc,Namco Bandai Games,unknown,E,2011.0,0.0,0.0,0.13,0.0,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Guilty Gear X2 #Reload,XB,Fighting,Zoo Digital Publishing,Arc System Works,T,2004.0,0.11,0.03,0.0,0.01,0.15,86.0,34.0,7.6,12.0
Moyashimon DS,DS,Action,Takara Tomy,unknown,E,2009.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Battlestations: Midway,PC,Strategy,Eidos Interactive,Eidos Interactive,T,2007.0,0.0,0.01,0.0,0.0,0.01,76.0,20.0,7.3,46.0
River King: Mystic Valley (jp sales),DS,Sports,Rising Star Games,unknown,E,2007.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Call of Duty: Advanced Warfare,X360,Shooter,Activision,High Moon Studios,M,2014.0,2.77,1.11,0.0,0.4,4.29,68.9971185166625,26.440992232523175,4.9,221.0
Asterix & Obelix: Kick Buttix,PS2,Action,Atari,unknown,E,2004.0,0.02,0.01,0.0,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
In The Groove,PS2,Misc,RedOctane,Roxor Games,E,2005.0,0.04,0.03,0.0,0.01,0.07,72.0,14.0,9.0,13.0
Fortune Street,Wii,Misc,Nintendo,Marvelous AQL,E,2011.0,0.25,0.03,0.17,0.02,0.48,68.0,42.0,7.5,24.0
Frogger's Adventures: The Rescue,PS2,Platform,Konami Digital Entertainment,Konami,E,2003.0,0.16,0.12,0.0,0.04,0.32,59.0,12.0,8.5,6.0
Safari Adventures: Africa,DS,Adventure,Neko Entertainment,Conspiracy Entertainment,E,2008.0,0.03,0.0,0.0,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Worms: WMD,PS4,Action,Sold Out,Team 17,E10+,2016.0,0.01,0.02,0.0,0.0,0.03,78.0,23.0,7.6,19.0
Monster Hunter G,Wii,Role-Playing,Capcom,unknown,E,2009.0,0.0,0.0,0.25,0.0,0.25,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Jewel Match,DS,Puzzle,PlayV,Joindots,E,2010.0,0.05,0.11,0.0,0.02,0.17,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Macross Ultimate Frontier,PSP,Action,Namco Bandai Games,unknown,E,2009.0,0.0,0.0,0.17,0.0,0.17,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Shooter,Sony Computer Entertainment,Zipper Interactive,M,2005.0,1.03,0.0,0.01,0.08,1.12,82.0,44.0,8.6,63.0
